# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Wed May  1 10:42:52 UTC 2024
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0152 0.01508 6.00000 0.9000000358 2.4492788315    0.899  0.258  3.6503  3.688    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.48e-13      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.126 4.288 4.912 3.530
0.0152 0.01508 6.00000 0.9043192267 2.4504244328    0.904  0.261  3.6507  3.688    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.49e-13      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.118 4.279 4.901 3.521
0.0152 0.01508 6.00000 0.9500000477 2.4618122578    0.950  0.296  3.6548  3.691    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.68e-13      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.031 4.173 4.780 3.427
0.0152 0.01508 6.00000 0.9786885381 2.4683425426    0.979  0.316  3.6571  3.693    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.79e-13      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.980 4.112 4.710 3.372
0.0152 0.01508 6.00000 1.0000000000 2.4729156494    1.000  0.331  3.6589  3.694    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.88e-13      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.941 4.065 4.656 3.330
0.0152 0.01508 6.00000 1.0174551010 2.4764974117    1.017  0.343  3.6602  3.695    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.85e-13      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.912 4.030 4.616 3.298
0.0152 0.01508 6.00000 1.0499999523 2.4828116894    1.050  0.365  3.6627  3.697    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.79e-13      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.858 3.965 4.543 3.240
0.0152 0.01508 6.00000 1.0586736202 2.4844193459    1.058  0.370  3.6633  3.697    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.77e-13      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.844 3.949 4.525 3.226
0.0152 0.01508 6.00000 1.1000000238 2.4916803837    1.099  0.398  3.6663  3.698    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.68e-13      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.775 3.868 4.435 3.153
0.0152 0.01508 6.00000 1.1499999762 2.4996678829    1.149  0.429  3.6696  3.700    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.54e-13      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.698 3.778 4.333 3.071
